,Unnamed: 0,id,user,user_followers_count,user_verified,favorite_count,retweet_count,reply_count,quote_count,created_at,lang,cleaned_text,engagement_score,user_activity,Named_Entities,Dominant_Topic,Topic_Words,Dominant_Topic_Name,day_of_week,hour_of_day,Sentiment,location,Emotion
323,323,1.85E+18,business,9544393,FALSE,4,1,0,0,2024-10-14 07:05:04+00:00,en,Efforts to reverse deforestation and land degradation are moving in the wrong direction exposing the hollowness of UN pledges writes via,5,Low,['UN'],3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,7,negative,Kolkata,anger
324,324,1.85E+18,MlLefranc,2141,FALSE,0,0,0,0,2024-10-14 07:04:10+00:00,en,EU proposes delaying landmark deforestation law amid industry pressure EU regulation regarding deforestation is deffered indefinitly,0,Medium,"['EU', 'EU']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,7,negative,Lucknow,anger
325,325,1.85E+18,WWF,3779662,FALSE,14,4,0,0,2024-10-14 07:00:37+00:00,en,What happens to the Amazon rainforest will impact you Deforestation and climatedriven degradation threaten this essential ecosystem If it continues the vibrant Amazon could turn unrecognisable RT to,18,Low,"['Amazon', 'Amazon', 'RT']",1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,7,negative,RT,fear
326,326,1.85E+18,fichtenwipfler,153,FALSE,0,0,0,0,2024-10-14 06:52:14+00:00,en,This will probably only happen by reaching hard limits The destruction of the environment is an externalized problem because pollution deforestation and resource depletion are not borne by the entities causing them A fundamental change would have to take place for,0,Low,[],3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,6,negative,Agra,neutral
327,327,1.85E+18,shemmie007,3696,FALSE,0,0,0,0,2024-10-14 06:48:26+00:00,en,Stop deforestation,0,Medium,[],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,negative,Chennai,neutral
328,328,1.85E+18,InvGurInd,18962,FALSE,0,0,0,0,2024-10-14 06:29:03+00:00,en,European Unions deforestation regulation carbon tax would impact Indian industries,0,High,"['European Unions', 'Indian']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,neutral,Ludhiana,anger
329,329,1.85E+18,arijnji,78,FALSE,0,0,0,0,2024-10-14 06:28:23+00:00,en,In my state we plant mangroves out of guilt from deforestation,0,Low,[],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,negative,Ahmedabad,disgust
330,330,1.85E+18,suechomba,2476,FALSE,0,0,0,0,2024-10-14 06:23:14+00:00,en,we are designing programs that will empower local communities economically amp socially to reduce small scale deforestation in the In CôtedIvoire Ghana amp Cameroon cocoa farming drives deforestation yet farmers need the money consumers want chocolates,0,Medium,"['CôtedIvoire Ghana', 'Cameroon']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,positive,Madurai,neutral
331,331,1.85E+18,Julie28086389,2425,FALSE,0,0,0,0,2024-10-14 06:19:58+00:00,en,I know many in the charity sector who would not sign even a low level local petition requesting services fearful charities they worked for would lose status This message was spread forcefully by the previous RW conservative government Everything was made political,0,Medium,['RW'],0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,6,negative,Mumbai,fear
332,332,1.85E+18,Julie28086389,2425,FALSE,1,0,0,1,2024-10-14 06:09:38+00:00,en,When we consult health care professionals we do not want politicians in the room supervising our choices and decisions His deflection is not in the least convincing,2,Medium,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,6,positive,Surat,neutral
333,333,1.85E+18,MSavesoil,483,FALSE,0,0,0,0,2024-10-14 06:08:36+00:00,en,We need healthy forests as sinks and regulators increases crisis,0,Low,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,6,negative,Ghaziabad,neutral
334,334,1.85E+18,WFraserEurope,2599,FALSE,0,0,0,0,2024-10-14 06:00:12+00:00,en,The European Union Deforestation Regulation EUDR marks a crucial step in Europes dedication to environmental protection echoing global efforts to preserve our ecosystems Read how West Fraser is preparing for amp aligning with the requirements,0,Medium,"['The European Union Deforestation Regulation EUDR marks', 'Europes', 'Read how', 'West Fraser']",2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,neutral,Europes,neutral
335,335,1.85E+18,EarthRachael,13,FALSE,0,0,0,0,2024-10-14 05:59:13+00:00,en,Ive seen firsthand the devastating impact of deforestation on our ecosystem Its heartbreaking to see the Amazon suffer like this Bolivias laws recognizing Pachamamas rights are a great step but clearly more needs to be done to protect her,0,Low,"['Amazon', 'Bolivias', 'Pachamamas']",1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,5,positive,Patna,anger
336,336,1.85E+18,SEATINIUGANDA,9632,FALSE,0,0,0,0,2024-10-14 07:10:29+00:00,en,Its now 73 days left to the European Union Deforestation Regulation Compliance Deadline,0,Medium,"['73 days', 'the European Union Deforestation Regulation Compliance Deadline']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,7,neutral,Chennai,neutral
337,337,1.85E+18,business,9544393,FALSE,4,1,0,0,2024-10-14 07:05:04+00:00,en,Efforts to reverse deforestation and land degradation are moving in the wrong direction exposing the hollowness of UN pledges writes via,5,Low,['UN'],3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,7,negative,Ahmedabad,neutral
338,338,1.85E+18,MlLefranc,2141,FALSE,0,0,0,0,2024-10-14 07:04:10+00:00,en,EU proposes delaying landmark deforestation law amid industry pressure EU regulation regarding deforestation is deffered indefinitly,0,Medium,"['EU', 'EU']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,7,negative,Ludhiana,anger
339,339,1.85E+18,WWF,3779662,FALSE,14,4,0,0,2024-10-14 07:00:37+00:00,en,What happens to the Amazon rainforest will impact you Deforestation and climatedriven degradation threaten this essential ecosystem If it continues the vibrant Amazon could turn unrecognisable RT to,18,Low,"['Amazon', 'Amazon', 'RT']",1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,7,negative,RT,fear
340,340,1.85E+18,fichtenwipfler,153,FALSE,0,0,0,0,2024-10-14 06:52:14+00:00,en,This will probably only happen by reaching hard limits The destruction of the environment is an externalized problem because pollution deforestation and resource depletion are not borne by the entities causing them A fundamental change would have to take place for,0,Low,[],3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,6,negative,Kanpur,neutral
341,341,1.85E+18,shemmie007,3696,FALSE,0,0,0,0,2024-10-14 06:48:26+00:00,en,Stop deforestation,0,Medium,[],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,negative,Pune,neutral
342,342,1.85E+18,InvGurInd,18962,FALSE,0,0,0,0,2024-10-14 06:29:03+00:00,en,European Unions deforestation regulation carbon tax would impact Indian industries,0,High,"['European Unions', 'Indian']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,neutral,Indore,anger
343,343,1.85E+18,arijnji,78,FALSE,0,0,0,0,2024-10-14 06:28:23+00:00,en,In my state we plant mangroves out of guilt from deforestation,0,Low,[],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,negative,Jaipur,disgust
344,344,1.85E+18,suechomba,2476,FALSE,0,0,0,0,2024-10-14 06:23:14+00:00,en,we are designing programs that will empower local communities economically amp socially to reduce small scale deforestation in the In CôtedIvoire Ghana amp Cameroon cocoa farming drives deforestation yet farmers need the money consumers want chocolates,0,Medium,"['CôtedIvoire Ghana', 'Cameroon']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,positive,Ghaziabad,neutral
345,345,1.85E+18,Julie28086389,2425,FALSE,0,0,0,0,2024-10-14 06:19:58+00:00,en,I know many in the charity sector who would not sign even a low level local petition requesting services fearful charities they worked for would lose status This message was spread forcefully by the previous RW conservative government Everything was made political,0,Medium,['RW'],0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,6,negative,Delhi,fear
346,346,1.85E+18,Julie28086389,2425,FALSE,1,0,0,1,2024-10-14 06:09:38+00:00,en,When we consult health care professionals we do not want politicians in the room supervising our choices and decisions His deflection is not in the least convincing,2,Medium,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,6,positive,Lucknow,neutral
347,347,1.85E+18,MSavesoil,483,FALSE,0,0,0,0,2024-10-14 06:08:36+00:00,en,We need healthy forests as sinks and regulators increases crisis,0,Low,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,6,negative,Vadodara,neutral
348,348,1.85E+18,WFraserEurope,2599,FALSE,0,0,0,0,2024-10-14 06:00:12+00:00,en,The European Union Deforestation Regulation EUDR marks a crucial step in Europes dedication to environmental protection echoing global efforts to preserve our ecosystems Read how West Fraser is preparing for amp aligning with the requirements,0,Medium,"['The European Union Deforestation Regulation EUDR marks', 'Europes', 'Read how', 'West Fraser']",2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,neutral,Europes,neutral
349,349,1.85E+18,EarthRachael,13,FALSE,0,0,0,0,2024-10-14 05:59:13+00:00,en,Ive seen firsthand the devastating impact of deforestation on our ecosystem Its heartbreaking to see the Amazon suffer like this Bolivias laws recognizing Pachamamas rights are a great step but clearly more needs to be done to protect her,0,Low,"['Amazon', 'Bolivias', 'Pachamamas']",1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,5,positive,Delhi,sadness
350,350,1.85E+18,SEATINIUGANDA,9632,FALSE,0,0,0,0,2024-10-14 07:10:29+00:00,en,Its now 73 days left to the European Union Deforestation Regulation Compliance Deadline,0,Medium,"['73 days', 'the European Union Deforestation Regulation Compliance Deadline']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,7,neutral,Nagpur,neutral
351,351,1.85E+18,business,9544394,FALSE,4,1,0,0,2024-10-14 07:05:04+00:00,en,Efforts to reverse deforestation and land degradation are moving in the wrong direction exposing the hollowness of UN pledges writes via,5,Low,['UN'],3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,7,negative,Mumbai,neutral
352,352,1.85E+18,MlLefranc,2141,FALSE,0,0,0,0,2024-10-14 07:04:10+00:00,en,EU proposes delaying landmark deforestation law amid industry pressure EU regulation regarding deforestation is deffered indefinitly,0,Medium,"['EU', 'EU']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,7,negative,Agra,anger
353,353,1.85E+18,WWF,3779662,FALSE,14,4,0,0,2024-10-14 07:00:37+00:00,en,What happens to the Amazon rainforest will impact you Deforestation and climatedriven degradation threaten this essential ecosystem If it continues the vibrant Amazon could turn unrecognisable RT to,18,Low,"['Amazon', 'Amazon', 'RT']",1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,7,negative,RT,fear
354,354,1.85E+18,fichtenwipfler,153,FALSE,0,0,0,0,2024-10-14 06:52:14+00:00,en,This will probably only happen by reaching hard limits The destruction of the environment is an externalized problem because pollution deforestation and resource depletion are not borne by the entities causing them A fundamental change would have to take place for,0,Low,[],3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,6,negative,Pune,neutral
355,355,1.85E+18,shemmie007,3696,FALSE,0,0,0,0,2024-10-14 06:48:26+00:00,en,Stop deforestation,0,Medium,[],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,negative,Hyderabad,neutral
356,356,1.85E+18,InvGurInd,18962,FALSE,0,0,0,0,2024-10-14 06:29:03+00:00,en,European Unions deforestation regulation carbon tax would impact Indian industries,0,High,"['European Unions', 'Indian']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,neutral,Bangalore,anger
357,357,1.85E+18,arijnji,78,FALSE,0,0,0,0,2024-10-14 06:28:23+00:00,en,In my state we plant mangroves out of guilt from deforestation,0,Low,[],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,negative,Ludhiana,disgust
358,358,1.85E+18,suechomba,2476,FALSE,0,0,0,0,2024-10-14 06:23:14+00:00,en,we are designing programs that will empower local communities economically amp socially to reduce small scale deforestation in the In CôtedIvoire Ghana amp Cameroon cocoa farming drives deforestation yet farmers need the money consumers want chocolates,0,Medium,"['CôtedIvoire Ghana', 'Cameroon']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,positive,Nagpur,neutral
359,359,1.85E+18,Julie28086389,2425,FALSE,0,0,0,0,2024-10-14 06:19:58+00:00,en,I know many in the charity sector who would not sign even a low level local petition requesting services fearful charities they worked for would lose status This message was spread forcefully by the previous RW conservative government Everything was made political,0,Medium,['RW'],0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,6,negative,Surat,fear
360,360,1.85E+18,Julie28086389,2425,FALSE,1,0,0,1,2024-10-14 06:09:38+00:00,en,When we consult health care professionals we do not want politicians in the room supervising our choices and decisions His deflection is not in the least convincing,2,Medium,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,6,positive,Delhi,neutral
361,361,1.85E+18,MSavesoil,483,FALSE,0,0,0,0,2024-10-14 06:08:36+00:00,en,We need healthy forests as sinks and regulators increases crisis,0,Low,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,6,negative,Madurai,neutral
362,362,1.85E+18,WFraserEurope,2599,FALSE,0,0,0,0,2024-10-14 06:00:12+00:00,en,The European Union Deforestation Regulation EUDR marks a crucial step in Europes dedication to environmental protection echoing global efforts to preserve our ecosystems Read how West Fraser is preparing for amp aligning with the requirements,0,Medium,"['The European Union Deforestation Regulation EUDR marks', 'Europes', 'Read how', 'West Fraser']",2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,neutral,Europes,neutral
363,363,1.85E+18,EarthRachael,13,FALSE,0,0,0,0,2024-10-14 05:59:13+00:00,en,Ive seen firsthand the devastating impact of deforestation on our ecosystem Its heartbreaking to see the Amazon suffer like this Bolivias laws recognizing Pachamamas rights are a great step but clearly more needs to be done to protect her,0,Low,"['Amazon', 'Bolivias', 'Pachamamas']",1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,5,positive,Pune,sadness
364,364,1.85E+18,SEATINIUGANDA,9632,FALSE,0,0,0,0,2024-10-14 07:10:29+00:00,en,Its now 73 days left to the European Union Deforestation Regulation Compliance Deadline,0,Medium,"['73 days', 'the European Union Deforestation Regulation Compliance Deadline']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,7,neutral,Hyderabad,neutral
365,365,1.85E+18,business,9544393,FALSE,4,1,0,0,2024-10-14 07:05:04+00:00,en,Efforts to reverse deforestation and land degradation are moving in the wrong direction exposing the hollowness of UN pledges writes via,5,Low,['UN'],3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,7,negative,Jaipur,neutral
366,366,1.85E+18,MlLefranc,2141,FALSE,0,0,0,0,2024-10-14 07:04:10+00:00,en,EU proposes delaying landmark deforestation law amid industry pressure EU regulation regarding deforestation is deffered indefinitly,0,Medium,"['EU', 'EU']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,7,negative,Ghaziabad,anger
367,367,1.85E+18,WWF,3779662,FALSE,14,4,0,0,2024-10-14 07:00:37+00:00,en,What happens to the Amazon rainforest will impact you Deforestation and climatedriven degradation threaten this essential ecosystem If it continues the vibrant Amazon could turn unrecognisable RT to,18,Low,"['Amazon', 'Amazon', 'RT']",1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,7,negative,RT,fear
368,368,1.85E+18,fichtenwipfler,153,FALSE,0,0,0,0,2024-10-14 06:52:14+00:00,en,This will probably only happen by reaching hard limits The destruction of the environment is an externalized problem because pollution deforestation and resource depletion are not borne by the entities causing them A fundamental change would have to take place for,0,Low,[],3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,6,negative,Lucknow,neutral
369,369,1.85E+18,shemmie007,3696,FALSE,0,0,0,0,2024-10-14 06:48:26+00:00,en,Stop deforestation,0,Medium,[],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,negative,Indore,neutral
370,370,1.85E+18,InvGurInd,18962,FALSE,0,0,0,0,2024-10-14 06:29:03+00:00,en,European Unions deforestation regulation carbon tax would impact Indian industries,0,High,"['European Unions', 'Indian']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,neutral,Lucknow,anger
371,371,1.85E+18,arijnji,78,FALSE,0,0,0,0,2024-10-14 06:28:23+00:00,en,In my state we plant mangroves out of guilt from deforestation,0,Low,[],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,negative,Indore,disgust
372,372,1.85E+18,suechomba,2476,FALSE,0,0,0,0,2024-10-14 06:23:14+00:00,en,we are designing programs that will empower local communities economically amp socially to reduce small scale deforestation in the In CôtedIvoire Ghana amp Cameroon cocoa farming drives deforestation yet farmers need the money consumers want chocolates,0,Medium,"['CôtedIvoire Ghana', 'Cameroon']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,positive,Chennai,neutral
373,373,1.85E+18,Julie28086389,2425,FALSE,0,0,0,0,2024-10-14 06:19:58+00:00,en,I know many in the charity sector who would not sign even a low level local petition requesting services fearful charities they worked for would lose status This message was spread forcefully by the previous RW conservative government Everything was made political,0,Medium,['RW'],0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,6,negative,Nagpur,fear
374,374,1.85E+18,Julie28086389,2425,FALSE,1,0,0,1,2024-10-14 06:09:38+00:00,en,When we consult health care professionals we do not want politicians in the room supervising our choices and decisions His deflection is not in the least convincing,2,Medium,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,6,positive,Patna,neutral
375,375,1.85E+18,MSavesoil,483,FALSE,0,0,0,0,2024-10-14 06:08:36+00:00,en,We need healthy forests as sinks and regulators increases crisis,0,Low,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,6,negative,Vadodara,neutral
376,376,1.85E+18,WFraserEurope,2599,FALSE,0,0,0,0,2024-10-14 06:00:12+00:00,en,The European Union Deforestation Regulation EUDR marks a crucial step in Europes dedication to environmental protection echoing global efforts to preserve our ecosystems Read how West Fraser is preparing for amp aligning with the requirements,0,Medium,"['The European Union Deforestation Regulation EUDR marks', 'Europes', 'Read how', 'West Fraser']",2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,neutral,Europes,neutral
377,377,1.85E+18,EarthRachael,13,FALSE,0,0,0,0,2024-10-14 05:59:13+00:00,en,Ive seen firsthand the devastating impact of deforestation on our ecosystem Its heartbreaking to see the Amazon suffer like this Bolivias laws recognizing Pachamamas rights are a great step but clearly more needs to be done to protect her,0,Low,"['Amazon', 'Bolivias', 'Pachamamas']",1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,5,positive,Bangalore,sadness
378,378,1.85E+18,SEATINIUGANDA,9632,FALSE,0,0,0,0,2024-10-14 07:10:29+00:00,en,Its now 73 days left to the European Union Deforestation Regulation Compliance Deadline,0,Medium,"['73 days', 'the European Union Deforestation Regulation Compliance Deadline']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,7,neutral,Surat,neutral
379,379,1.85E+18,business,9544393,FALSE,4,1,0,0,2024-10-14 07:05:04+00:00,en,Efforts to reverse deforestation and land degradation are moving in the wrong direction exposing the hollowness of UN pledges writes via,5,Low,['UN'],3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,7,negative,Jaipur,neutral
380,380,1.85E+18,MlLefranc,2141,FALSE,0,0,0,0,2024-10-14 07:04:10+00:00,en,EU proposes delaying landmark deforestation law amid industry pressure EU regulation regarding deforestation is deffered indefinitly,0,Medium,"['EU', 'EU']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,7,negative,Kolkata,anger
381,381,1.85E+18,WWF,3779662,FALSE,14,4,0,0,2024-10-14 07:00:37+00:00,en,What happens to the Amazon rainforest will impact you Deforestation and climatedriven degradation threaten this essential ecosystem If it continues the vibrant Amazon could turn unrecognisable RT to,18,Low,"['Amazon', 'Amazon', 'RT']",1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,7,negative,RT,fear
382,382,1.85E+18,fichtenwipfler,153,FALSE,0,0,0,0,2024-10-14 06:52:14+00:00,en,This will probably only happen by reaching hard limits The destruction of the environment is an externalized problem because pollution deforestation and resource depletion are not borne by the entities causing them A fundamental change would have to take place for,0,Low,[],3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,6,negative,Chennai,neutral
383,383,1.85E+18,shemmie007,3696,FALSE,0,0,0,0,2024-10-14 06:48:26+00:00,en,Stop deforestation,0,Medium,[],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,negative,Madurai,neutral
384,384,1.85E+18,InvGurInd,18962,FALSE,0,0,0,0,2024-10-14 06:29:03+00:00,en,European Unions deforestation regulation carbon tax would impact Indian industries,0,High,"['European Unions', 'Indian']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,neutral,Hyderabad,anger
385,385,1.85E+18,arijnji,78,FALSE,0,0,0,0,2024-10-14 06:28:23+00:00,en,In my state we plant mangroves out of guilt from deforestation,0,Low,[],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,negative,Pune,disgust
386,386,1.85E+18,suechomba,2476,FALSE,0,0,0,0,2024-10-14 06:23:14+00:00,en,we are designing programs that will empower local communities economically amp socially to reduce small scale deforestation in the In CôtedIvoire Ghana amp Cameroon cocoa farming drives deforestation yet farmers need the money consumers want chocolates,0,Medium,"['CôtedIvoire Ghana', 'Cameroon']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,positive,Ghaziabad,neutral
387,387,1.85E+18,Julie28086389,2425,FALSE,0,0,0,0,2024-10-14 06:19:58+00:00,en,I know many in the charity sector who would not sign even a low level local petition requesting services fearful charities they worked for would lose status This message was spread forcefully by the previous RW conservative government Everything was made political,0,Medium,['RW'],0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,6,negative,Nagpur,fear
388,388,1.85E+18,shamnkwazi,90,FALSE,0,0,0,0,2024-10-14 07:10:33+00:00,en,Can u stop cutting down the trees in the city you fools,0,Low,[],0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,7,negative,Hyderabad,anger
389,389,1.85E+18,SevillaTapas,8781,FALSE,0,0,0,0,2024-10-14 06:59:20+00:00,en,Here too Theyve been inexplicably cutting trees down here and putting up expensive toldos that collapse in the rain,0,Medium,[],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,negative,Mumbai,surprise
390,390,1.85E+18,kpdclofficial,13961,FALSE,1,1,0,0,2024-10-14 06:57:57+00:00,en,Branch cutting of trees along the corridor of 11kV lines falling under receiving stations Handwara amp Chogul in Handwara being carried out during the shutdown of the 33KV Handwara line It reduces the incidence of faults during bad weather conditions,2,High,"['11kV', 'Handwara', 'Chogul', 'Handwara']",0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,6,negative,Chogul,neutral
391,391,1.85E+18,jrmurungi,1765,FALSE,0,0,0,0,2024-10-14 06:56:26+00:00,en,True could come in In fact they could have even engaged them before cutting down the trees,0,Medium,[],4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,6,positive,Pune,neutral
392,392,1.85E+18,MHopeMK,653,FALSE,0,1,0,0,2024-10-14 06:52:56+00:00,en,The fight against climate change will always be an uphill battle if you dont address poverty How do you tell a charcoal burner to stop cutting trees if he does not have any other means of earning a living,1,Low,[],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,negative,Indore,neutral
393,393,1.85E+18,kawaiiyuuji,2094,FALSE,0,0,0,0,2024-10-14 06:31:47+00:00,en,Like cutting down mangrove trees is just bad decision all around,0,Medium,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,6,negative,Kanpur,disgust
394,394,1.85E+18,TNerve11,695,FALSE,2,0,0,0,2024-10-14 06:28:52+00:00,en,The toy is made out of plastic or paper from cutting down trees I think this ritual is antienvironment and antihumanity I think next year instead of a sacrifice 4 moongfali chil liya kre mungfali se sacrifice bhi ho jayegi humane bhi lagea mata nature v happy,2,Low,"['next year', '4 moongfali chil', 'liya kre mungfali', 'ho jayegi']",3,deforestation sacrifice think bhi change problem probably direction degradation depletion,Degradation & Ecosystem Loss,Monday,6,positive,Jaipur,joy
395,395,1.85E+18,CarolNeuRealtor,185,FALSE,0,0,0,0,2024-10-14 06:07:21+00:00,en,If CO2 is the cause of global warming trees beneath CO2 and expel Oxygen so cutting them down probably makes the problem worse You will be asked to sacrifice even more because of the blunders of these knuckleheads,0,Low,"['CO2', 'CO2', 'Oxygen']",2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,6,negative,Ahmedabad,disgust
396,396,1.85E+18,andyypants,3234,FALSE,1,0,1,0,2024-10-14 05:51:26+00:00,en,99 of the time that is all good Cutting dead wood is still quite dangerous though because the tree can snap further up and fall in a random direction One of my neighbors was killed that way,2,Medium,"['99', 'One']",0,cutting handwara trees government local worked sector rw message petition,Deforestation Regulation,Monday,5,negative,Mumbai,anger
397,397,1.85E+18,leemike22346683,141,FALSE,0,0,0,0,2024-10-14 05:47:45+00:00,en,Not the trees his interested in cutting down it is the living populations animals humans so his nwo can control whats left far easier,0,Low,[],1,amazon like cutting impact deforestation ecosystem trees essential threaten rainforest,Amazon Rainforest Impact,Monday,5,positive,Kanpur,neutral
398,398,1.85E+18,mrmr_incredible,566,FALSE,0,0,0,0,2024-10-14 05:41:17+00:00,en,You go around Accra and even trees that used to provide shade along major roads are being chopped down We keep cutting down trees in Accra without replanting Not surprised the city keeps getting hot,0,Low,['Accra'],2,trees cutting deforestation global co2 accra state plant guilt mangroves,Global Deforestation & CO2,Monday,5,neutral,Agra,surprise
399,399,1.85E+18,arifassoza,26,FALSE,0,0,0,0,2024-10-14 05:33:24+00:00,en,All illegal structures in Goa by from Delhi Goa is a tiny dot on map of lndia protected by trees amp hills amp if they keep on cutting hills cutting trees modí cut 1000 of trees on Ghats for amp if there is tsunami due to climate change Goa will vanish,0,Low,"['Goa', 'Delhi Goa', '1000', 'Ghats', 'Goa']",4,deforestation amp trees regulation cutting goa eu european hills medieval,EU Deforestation Policy,Monday,5,negative,Ghaziabad,fear
